OBJECTID;Id. Falla;Nom / Nombre;Secció / Seccion;Fallera Major / Fallera Mayor;President / Presidente;Artiste / Artista;Lema;Any Fundació / Año Fundacion;Distintiu / Distintivo;Esbós / Boceto;Falla Experimental;geo_shape;geo_point_2d
2734;30;La Vall de Laguar-Pare Ferris;12;Aitana Riofrío Carrión;Jordi Rajadell Tort;Vicente Julian García Pastor;Verdeta;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_030_bi.jpg;;"{""coordinates"": [-0.38343689542901466, 39.48254080270475], ""type"": ""Point""}";39.48254080270475, -0.38343689542901466
2735;189;Giorgeta-Roís de Corella;14;Celia Oltra Sáez;NO HAY;ÁNGELA GRAU GONZÁLEZ;NOSOTRAS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_189_bi.jpg;;"{""coordinates"": [-0.3836787557097506, 39.45977305372946], ""type"": ""Point""}";39.45977305372946, -0.3836787557097506
2737;215;Baró de Patraix-Conca;8;Sofía Montañana Martín;Oscar Cantos San José;DEIVID BELENGUER RAMIREZ;I TU, EN QUI T'IDENTIFIQUES?;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_215_bi.jpg;;"{""coordinates"": [-0.3900272981668891, 39.46213946460843], ""type"": ""Point""}";39.46213946460843, -0.3900272981668891
2744;368;Hort de Sant Valer-La Plata;22;NO HAY;NO HAY;VICENT CHAVELI LLINARES;FENT L'INDI;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_368_bi.jpg;;"{""coordinates"": [-0.3592183154478225, 39.45713232320943], ""type"": ""Point""}";39.45713232320943, -0.3592183154478225
2748;20;Salamanca-Comte d'Altea;9;Elin Laliga Castillo;Lukas Laliga Castillo;Vicente Domínguez Pérez;'L'ensomi d'Elin';;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_020_bi.jpg;;"{""coordinates"": [-0.36499742870336277, 39.467148422334574], ""type"": ""Point""}";39.467148422334574, -0.36499742870336277
2750;230;Mossén Josep Cuenca-Pinedo;13;Carolina San Ramón Quilis;NO HAY;MANUEL JOSE BLANCO CLIMENT;BOYAN SLAT;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_230_bi.jpg;;"{""coordinates"": [-0.33993148662852096, 39.42220133404474], ""type"": ""Point""}";39.42220133404474, -0.33993148662852096
2751;49;Barraca-Espadà;3;María Bernal Estévez;Xavi Ibañez Calvo;ALEJANDRO LOPEZ SANCHEZ;AL COR DEL CABANYAL;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_049_bi.jpg;;"{""coordinates"": [-0.328379151832323, 39.471911145658936], ""type"": ""Point""}";39.471911145658936, -0.328379151832323
2752;9;Na Jordana;3;Irene Liébana Saurí;Andreu Cases Olmos;SERGIO ALCAÑIZ VALIENTE;VALENTIA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_009_bi.jpg;;"{""coordinates"": [-0.38019397827874213, 39.48107091374193], ""type"": ""Point""}";39.48107091374193, -0.38019397827874213
2756;123;L'Alguer-Enginyer Rafael Janini;2;Daniella Royo Martínez;Miquel Torres Virgil;Teodora Aleksandrova Chichanova;Batalles;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_123_bi.jpg;;"{""coordinates"": [-0.339293683188264, 39.47010123797467], ""type"": ""Point""}";39.47010123797467, -0.339293683188264
2757;150;Doctor Manuel Candela-Av.del Port;14;NO HAY;Iker Peña Alonso;La Comisión;A la taula i al llit al primer crit;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_150_bi.jpg;;"{""coordinates"": [-0.3491661681326141, 39.46600970229414], ""type"": ""Point""}";39.46600970229414, -0.3491661681326141
2766;27;Cadis-Els Centelles;6;Andrea Cabotá Veintimilla;Abel March Díaz;ARTURO ATIENZA;ECOLÓGICA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_027_bi.jpg;;"{""coordinates"": [-0.3722169376939846, 39.459601458212454], ""type"": ""Point""}";39.459601458212454, -0.3722169376939846
2767;288;Periodista Gil Sumbiela-Assutzena;6;Rocío Martínez Mora;Mario Yedra Navarro;Kuebien Valencia SLU;Aurum;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_288_bi.jpg;;"{""coordinates"": [-0.38999459776304024, 39.492933135892514], ""type"": ""Point""}";39.492933135892514, -0.38999459776304024
2768;388;Manuel Melià i Fuster-Carles Cortina;2;Lucía Suárez Pérez;Aarón Cea Ramos;Rafa Guillot;INNOVA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_388_bi.jpg;;"{""coordinates"": [-0.3892231982616506, 39.498662367468576], ""type"": ""Point""}";39.498662367468576, -0.3892231982616506
2772;165;Pizarro-Ciril Amorós;2;Amparo Ibáñez Morata;NO HAY;Vicente Dominguez;Per  l’escala  o per l’ascensor;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_165_bi.jpg;;"{""coordinates"": [-0.3718486291988265, 39.467008336777525], ""type"": ""Point""}";39.467008336777525, -0.3718486291988265
2773;42;La Creu, pl.-Els Àngels;14;Laura Gil i Amat;Helios García i Adelantado;Xavi Bonilla i Silvestre;Juguetes rotos;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_042_bi.jpg;;"{""coordinates"": [-0.33167596865923754, 39.46801389096292], ""type"": ""Point""}";39.46801389096292, -0.33167596865923754
2778;51;Carretera d'Escrivà-Coop. de Sant Ferran;18;Elsa Olmos Llavata;Ginés Cortés Barrachina;Toni Ramos;Joc Fora;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_051_bi.jpg;;"{""coordinates"": [-0.38476640274367285, 39.45785365211268], ""type"": ""Point""}";39.45785365211268, -0.38476640274367285
2782;178;Illes Canàries-Trafalgar;4;Patricia Maroto de Haro;Roberto Mota Ríos;SANTI MUÑOZ GIRON;TIC! TAC!;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_178_bi.jpg;;"{""coordinates"": [-0.3469293480555841, 39.46231973506485], ""type"": ""Point""}";39.46231973506485, -0.3469293480555841
2783;181;Barri Beteró;1;Daniela Estrela Roldán;NO HAY;SERGIO GOMEZ FERRER;MASCARADA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_181_bi.jpg;;"{""coordinates"": [-0.33443397561584437, 39.47295117490751], ""type"": ""Point""}";39.47295117490751, -0.33443397561584437
2784;65;Serrans-Els Furs, pl.;1;Adriana Dolz García;Jorge Sebastián Cano;David Ojeda Amorós;Vaya Cuadro;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_065_bi.jpg;;"{""coordinates"": [-0.3759539297836577, 39.4790324328631], ""type"": ""Point""}";39.4790324328631, -0.3759539297836577
2785;7;Borrull-Túria;18;Martina Hermosilla Valiente;Li Wen Pérez Jiang;DANIEL SALVADOR ESTEVE;EL LLIBRE DELS MONSTRES;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_007_bi.jpg;;"{""coordinates"": [-0.3852514924892597, 39.47451150565016], ""type"": ""Point""}";39.47451150565016, -0.3852514924892597
2793;57;Pelai-Matemàtic Marzal;10;Claudia Nieto Sancho;Amadeo Sánchez Sanoh;JUANMA BARO;UNA HISTORIA DE PILOTETES;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_057_bi.jpg;;"{""coordinates"": [-0.37875667277756636, 39.46655756609913], ""type"": ""Point""}";39.46655756609913, -0.37875667277756636
2795;258;Calvo Acacio;16;Nora Roselló Cabrera;Marc Belinchón Sanz;Art, fusta y foc;Una idea de 50 anys;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_258_bi.jpg;;"{""coordinates"": [-0.39059833498579577, 39.45295741411646], ""type"": ""Point""}";39.45295741411646, -0.39059833498579577
2801;228;Arquitecte Alfaro-Francesc Cubells;4;Valeria Isabel Cuevas Iscar;Álvaro Monsoriu Monzonís;KUEBIEN VALENCIA,S.L.U;HOCUS POCUS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_228_bi.jpg;;"{""coordinates"": [-0.33514346603369355, 39.463554665067406], ""type"": ""Point""}";39.463554665067406, -0.33514346603369355
2803;99;Ferran el Catòlic-Erudit Orellana;16;Adriana Martínez Payá;NO HAY;Vicente Julián García Pastor;Kodametes;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_099_bi.jpg;;"{""coordinates"": [-0.38622167344995806, 39.47159216184676], ""type"": ""Point""}";39.47159216184676, -0.38622167344995806
2810;147;Mare de Déu de Lepant, pl.;2;Alejandra Belenguer Vilches;Alejandro Belenguer Vila;EMILIO TAMARIT SIMON;MIRA AIXO;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_147_bi.jpg;;"{""coordinates"": [-0.361171052182231, 39.42815040554707], ""type"": ""Point""}";39.42815040554707, -0.361171052182231
2812;151;Just Vilar-Mercat del Cabanyal;4;Estela Sánchez Doménech;Cayetano Salvador Senent;VICENTE DOMINGUEZ  PEREZ;PRACTIMENTE MAGIA...;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_151_bi.jpg;;"{""coordinates"": [-0.3331125774452926, 39.4672267649666], ""type"": ""Point""}";39.4672267649666, -0.3331125774452926
2813;325;Mestre Rodrigo-General Avilés;8;Lis Oltra Granero;Gonzalo Gardey Aparisi;Isidro Ventiscas;RodrigOz;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_325_bi.jpg;;"{""coordinates"": [-0.40450238880249273, 39.4831509355293], ""type"": ""Point""}";39.4831509355293, -0.40450238880249273
2815;308;Mercat de Castella;7;Laura Muñoz Giner;Jorge Platero Tena;David Ojeda;Libre;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_308_bi.jpg;;"{""coordinates"": [-0.40296084976195135, 39.465773176328476], ""type"": ""Point""}";39.465773176328476, -0.40296084976195135
2816;90;Nador-Miraculosa;12;Carlotta Malena García;Jorge Alcayde García;ELIOT GARCIA MARTIN;LA HISTÒRIA DEL FOC;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_090_bi.jpg;;"{""coordinates"": [-0.373501529058456, 39.483982927041794], ""type"": ""Point""}";39.483982927041794, -0.373501529058456
2817;44;Mestre Gozalbo-Comte d'Altea;IE;Cristina Arrieta Polit;Luca López Prim;SERGIO ALCAÑIZ VALIENTE;JOIA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_044_bi.jpg;;"{""coordinates"": [-0.3693211956622352, 39.465300835424756], ""type"": ""Point""}";39.465300835424756, -0.3693211956622352
2818;389;Manuel Melià i Fuster-María Fernanda D'Ocón;16;Eider Rodríguez Causaras;Erick Gabaldón Marqués;JORDI PALANCA I MARQUÉS;MAGIA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_389_bi.jpg;;"{""coordinates"": [-0.39132463863787137, 39.496897887698836], ""type"": ""Point""}";39.496897887698836, -0.39132463863787137
2819;79;Ferran el Catòlic-Àngel Guimerà;4;Elena Bargues Martínez;Vicente Sanchis Perea;GOTES DE FOC;CARRERA D'ANIMALS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_079_bi.jpg;;"{""coordinates"": [-0.38590726234038547, 39.46910958308518], ""type"": ""Point""}";39.46910958308518, -0.38590726234038547
2824;38;Costa i Borràs-Agustina d'Aragó;10;Aitana Serrano Torres;Álvaro Collados Muñoz de Morales;Art, fusta y foc;'Somis de chiquets... ¿malensomi o fantasia?';;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_038_bi.jpg;;"{""coordinates"": [-0.38949363419082533, 39.45431366694822], ""type"": ""Point""}";39.45431366694822, -0.38949363419082533
2826;356;Evarist Bas-Cullera;19;Chloe Belloch Delgado;Jacobo Rosero;LA COMISIÓN;EQUILIBRI;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_356_bi.jpg;;"{""coordinates"": [-0.41916289444494936, 39.50468936763137], ""type"": ""Point""}";39.50468936763137, -0.41916289444494936
2827;45;Sagunt-Sant Antoni-Pare Urbano;6;Sara Guaita Laparra;NO HAY;JAVIER RICO;EL TEATRE;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_045_bi.jpg;;"{""coordinates"": [-0.37295355635704663, 39.488953866680305], ""type"": ""Point""}";39.488953866680305, -0.37295355635704663
2833;197;Monestir de Poblet-Aparicio Albiñana;5;Zaira Gimeno Esteban;NO HAY;Angel Esteban de los Santos;CANVI DE DIVISA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_197_bi.jpg;;"{""coordinates"": [-0.39712305114242613, 39.48398873002213], ""type"": ""Point""}";39.48398873002213, -0.39712305114242613
2837;166;Santa Cruz de Tenerife;10;Gala Bueno Gandara;NO HAY;ÁNGELA GRAU GONZÁLEZ;SOMIE AMB...;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_166_bi.jpg;;"{""coordinates"": [-0.4002353915710816, 39.46810404365959], ""type"": ""Point""}";39.46810404365959, -0.4002353915710816
2842;75;Sagunt-Sant Guillem;17;Carla Meliá Otero;Xavi Torrico Sánchez;LORENZO FANDOS AYORO;EN LA GRANJA TOTS CONTENTS DE VORE COM NAIXEN ELS POLLETS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_075_bi.jpg;;"{""coordinates"": [-0.37480051849734003, 39.48397166684891], ""type"": ""Point""}";39.48397166684891, -0.37480051849734003
2843;316;Arxiduc Carles-Músic Gomis;3;Ainhoa Mauri Villegas;Diana Palomar Urda;VICENTE GOMAR VIDAL;REFRANER VALENCIÀ;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_316_bi.jpg;;"{""coordinates"": [-0.4002770790801159, 39.45921207153699], ""type"": ""Point""}";39.45921207153699, -0.4002770790801159
2849;328;Enginyer Manuel Maese-Cristóbal Llorens;5;Ainhoa Montañana Bravo;Rubén Abdón Gutiérrez;SALVADOR DOLZ RUBIO;HORÒSCOP;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_328_bi.jpg;;"{""coordinates"": [-0.33083155332796516, 39.48268640243802], ""type"": ""Point""}";39.48268640243802, -0.33083155332796516
2856;157;Sant Joan Bosco-Duc de Mandas;17;NO HAY;NO HAY;VICTOR CABALLERO;SENTIMENTS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_157_bi.jpg;;"{""coordinates"": [-0.37110302729227773, 39.49470778923432], ""type"": ""Point""}";39.49470778923432, -0.37110302729227773
2858;216;Rubén Vela-Doctor Waksman;14;Iris Tort López;Alejandro Ruiz Riera;SERGIO CARRERO MELIA;UNIVERS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_216_bi.jpg;;"{""coordinates"": [-0.37374407366098605, 39.45645953838351], ""type"": ""Point""}";39.45645953838351, -0.37374407366098605
2861;98;Mestre Aguilar-Maties Perelló;16;NO HAY;NO HAY;Eliot García Martín;Des de els nubols;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_098_bi.jpg;;"{""coordinates"": [-0.36984608104318367, 39.46058952685027], ""type"": ""Point""}";39.46058952685027, -0.36984608104318367
2863;33;Montortal-Torrefiel;5;Luna Bravo Sánchez;NO HAY;TONI FORNÉS;COVES;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_033_bi.jpg;;"{""coordinates"": [-0.3757113842115107, 39.492461736194954], ""type"": ""Point""}";39.492461736194954, -0.3757113842115107
2864;70;Vidal de Canyelles-Sánchez Coello;19;Ainara Bonora Carañana;NO HAY;FERNANDO MARTÍNEZ HERNANDEZ;AQUESTA NIT;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_070_bi.jpg;;"{""coordinates"": [-0.3340776081260804, 39.47098457642615], ""type"": ""Point""}";39.47098457642615, -0.3340776081260804
2867;251;Carrera de Sant Lluís-Rafael Albiñana;13;NO HAY;NO HAY;FRANCISCO TARAZONA GARCIA;ART;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_251_bi.jpg;;"{""coordinates"": [-0.37139947147537217, 39.452422691298665], ""type"": ""Point""}";39.452422691298665, -0.37139947147537217
2868;341;Carters-Litògraf Pasqual i Abad;10;Nora Ripoll López;NO HAY;LORENZO SANTANA;ROBOTS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_341_bi.jpg;;"{""coordinates"": [-0.38969210470946614, 39.44935312942602], ""type"": ""Point""}";39.44935312942602, -0.38969210470946614
2870;89;Sant Vicent-Periodista Azzati;2;María Pastor Blasco;Sento Jarque Mellado;Santiago Muñoz Girón;Sobre Rodes;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_089_bi.jpg;;"{""coordinates"": [-0.37927616615945287, 39.47004323912956], ""type"": ""Point""}";39.47004323912956, -0.37927616615945287
2873;74;Alqueries de Bellver-Garbí;4;Aránzazu Sánchez Simón;José Martínez Navarro;Francisco Fuentes Moreno;La princesa promesa;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_074_bi.jpg;;"{""coordinates"": [-0.3947826181023498, 39.49227456176891], ""type"": ""Point""}";39.49227456176891, -0.3947826181023498
2876;56;Azcàrraga-Ferran el Catòlic;10;Carlota Mas-Masiá Sanahuja;Mateo Fernández Murgui;ENRIQUE NUÑEZ NUÑEZ;Tot és possible;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_056_bi.jpg;;"{""coordinates"": [-0.3899137490004253, 39.47419946681507], ""type"": ""Point""}";39.47419946681507, -0.3899137490004253
2877;93;General Llorens;7;Kenia Taroncher Gómez;Izan Egea Reyes;JOSE MANUEL FELIU SAMPER - SUPERARTE ALICANTE;PAPERLAND;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_093_bi.jpg;;"{""coordinates"": [-0.3855299702792132, 39.49059690247191], ""type"": ""Point""}";39.49059690247191, -0.3855299702792132
2883;260;Barri de Sant Isidre;4;Martina Ruipérez Navarro;Pablo Luna Moreno;Marta Póvez López;50 anys fent falla;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_260_bi.jpg;;"{""coordinates"": [-0.4045428114863993, 39.45362634745791], ""type"": ""Point""}";39.45362634745791, -0.4045428114863993
2884;71;Trinitat-Alboraia;12;NO HAY;NO HAY;DANIEL LÓPEZ IGLESIAS;CUANT MES SUCRE...;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_071_bi.jpg;;"{""coordinates"": [-0.3704382740819533, 39.4820346647989], ""type"": ""Point""}";39.4820346647989, -0.3704382740819533
2885;237;Senent Ibáñez-Massarrojos;17;NO HAY;Hugo Gómez Polo;FERNANDO MARTINEZ HERNANDEZ;A QUE NO EM GUANYES;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_237_bi.jpg;;"{""coordinates"": [-0.40572409772369433, 39.54073587554053], ""type"": ""Point""}";39.54073587554053, -0.40572409772369433
2886;88;Bailén-Xàtiva;14;Claudia Vidal Soriano;Adrián Vidal Soriano;Paco Cuadros y David Zahonero;Tot un any de festa;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_088_bi.jpg;;"{""coordinates"": [-0.37752598133360266, 39.467576996808624], ""type"": ""Point""}";39.467576996808624, -0.37752598133360266
2888;128;Mestre Valls-Marí Albesa;16;María Montero Clavijo;NO HAY;Agustín Torralba;Massa calor;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_128_bi.jpg;;"{""coordinates"": [-0.3420858023430319, 39.46449039388838], ""type"": ""Point""}";39.46449039388838, -0.3420858023430319
2889;171;Ramon de Rocafull-Comte d'Alaquàs;8;Mar Belenguer Dorce;Alex Collado Cabanes;XIMO MARTÍ I FERNANDEZ;UN DIA ESPECIAL;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_171_bi.jpg;;"{""coordinates"": [-0.33231433659188875, 39.47241382817923], ""type"": ""Point""}";39.47241382817923, -0.33231433659188875
2893;321;Escultor García Mas-Puerto de Santa María;21;Lola Clavel Orón;Francisco Jacobo Clavel Orón;ARTURO VALLES BEA;PER LA NIT;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_321_bi.jpg;;"{""coordinates"": [-0.40001081294903384, 39.48500903560392], ""type"": ""Point""}";39.48500903560392, -0.40001081294903384
2895;223;Benicadell-Sant Roc;9;Natalia Malagón Rubio;Carlos Cuallado Lleonart;VICENTE ESPELETA;SUGAR;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_223_bi.jpg;;"{""coordinates"": [-0.39350701006181066, 39.490596902458314], ""type"": ""Point""}";39.490596902458314, -0.39350701006181066
2907;180;Plaça d'Espanya-Ramón y Cajal-Pintor Benedito;11;Sara Bleda Díaz;Ismael Alfaro Montesinos;DANIEL LÓPEZ IGLESIAS;FALLE'STORY;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_180_bi.jpg;;"{""coordinates"": [-0.38055330383786373, 39.46521217147633], ""type"": ""Point""}";39.46521217147633, -0.38055330383786373
2908;283;Jacinto Benavente-Regina Na Germana;9;NO HAY;NO HAY;ALEX ESTARLICH FORTEA;ADORABLEMENTE MONSTRUOSOS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_283_bi.jpg;;"{""coordinates"": [-0.3634391443894701, 39.46505254881642], ""type"": ""Point""}";39.46505254881642, -0.3634391443894701
2911;168;Josep Benlliure-Teatre de la Marina;12;Noa del Hierro Puig;NO HAY;VICENTE DOMINGUEZ PEREZ;LA PESCA DEL BOU;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_168_bi.jpg;;"{""coordinates"": [-0.3306878222156256, 39.46712623017799], ""type"": ""Point""}";39.46712623017799, -0.3306878222156256
2914;226;Doctor Joan Josep Dómine-Port;13;Lucía Gálvez i Blasco;Jairo Martín i Ortega;FRANCISCO PELLICER BRELL;Plantem. . . cara!;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_226_bi.jpg;;"{""coordinates"": [-0.3327719140737241, 39.46153647738655], ""type"": ""Point""}";39.46153647738655, -0.3327719140737241
2915;353;Alcàsser-Iàtova;14;Lucía Gómez García;Adrián Martínez Picazo;CLARA Y RAUL DE 'ART FUSTA I FOC';VERDURA CITY EN PERILL;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_353_bi.jpg;;"{""coordinates"": [-0.4086885385696358, 39.47180712927941], ""type"": ""Point""}";39.47180712927941, -0.4086885385696358
2918;121;Lluís Cano, pl.;10;Marina Martínez Rustarazo;Marc Martínez Roncero;XAUME TORRENT;CURA-SANA (CULITO DE RANA);;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_121_bi.jpg;;"{""coordinates"": [-0.41955815398199575, 39.502810999056784], ""type"": ""Point""}";39.502810999056784, -0.41955815398199575
2919;139;Portugal-Fragata;14;NO HAY;Ibai Berdejo Salinas;IGNACIO FERRANDO TAMARIT;LA MAQUINA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_139_bi.jpg;;"{""coordinates"": [-0.38490115029029565, 39.487165201359225], ""type"": ""Point""}";39.487165201359225, -0.38490115029029565
2922;302;Xiva-Francisco de Llano;2;Lydia Alventosa López;NO HAY;SANTAEULALIA PRODUCCIONES ARTISTICAS S.L.U.;Cibermalotes!;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_302_bi.jpg;;"{""coordinates"": [-0.390677316995241, 39.46577391183383], ""type"": ""Point""}";39.46577391183383, -0.390677316995241
2928;338;Embarcador-Historiador Betí;15;Helena Castillo Aparicio;Álvaro Arqués Aparicio;VICENTE JULIAN GARCIA PASTOR;LA MONA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_338_bi.jpg;;"{""coordinates"": [-0.33330191995064967, 39.38300367517522], ""type"": ""Point""}";39.38300367517522, -0.33330191995064967
2930;113;República Argentina-Doctor Pallarés Iranzo;17;Pilar Climent Pizarro;Álvaro Climent Pizarro;JOSE LUIS CARDELL;"L;ESCOLETA A CASA";;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_113_bi.jpg;;"{""coordinates"": [-0.35234620419427115, 39.47388049382757], ""type"": ""Point""}";39.47388049382757, -0.35234620419427115
2931;377;Av.de França-Alfred Toran i Olmos;3;Mónica García Costa;David Pérez Cánoves y José Pérez Cánoves;Carlos Herrero Muria;Rallats;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_377_bi.jpg;;"{""coordinates"": [-0.3508819501434736, 39.45890095354185], ""type"": ""Point""}";39.45890095354185, -0.3508819501434736
2932;155;Barraca-Església del Rosari;10;Nayma Esparza Sánchez;Andrea Orts Odériz y Adrián Agustí Gómez-Casero;Lorenzo Fandos Ayoro;Barco a la vista;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_155_bi.jpg;;"{""coordinates"": [-0.32960984357337947, 39.46589180736566], ""type"": ""Point""}";39.46589180736566, -0.32960984357337947
2937;61;Marqués de Montortal-Josep Esteve;6;Carmen Izquierdo Sola;Pablo Latorre Freitas;xaviergurrea@gmail.com;XAVIER GURREA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_061_bi.jpg;;"{""coordinates"": [-0.3760617279346156, 39.49587931276457], ""type"": ""Point""}";39.49587931276457, -0.3760617279346156
2940;272;Menéndez y Pelayo-Catalunya;10;Alicia Argente Vila;Sergio Gómez Jurado;Daniel Lopez;Thank U4 the music;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_272_bi.jpg;;"{""coordinates"": [-0.3563099436461895, 39.477071798997244], ""type"": ""Point""}";39.477071798997244, -0.3563099436461895
2943;140;Sant Josep de la Muntanya-Terol;3;Lucía López de Rueda Tomás;Nacho Soler Grau;José Fuster García;Run;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_140_bi.jpg;;"{""coordinates"": [-0.3922493691932629, 39.47460858355825], ""type"": ""Point""}";39.47460858355825, -0.3922493691932629
2949;87;Arxiduc Carles-Xiva;4;Lucía García Rivera;NO HAY;MANUEL JOSE BLANCO CLIMENT;L'ART;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_087_bi.jpg;;"{""coordinates"": [-0.39477037884508875, 39.46620842221811], ""type"": ""Point""}";39.46620842221811, -0.39477037884508875
2954;317;Camí Nou de Picanya-Nicolau Primitiu;1;Paula Micó Ruiz;NO HAY;Ángel Navarro Requena;Fi i Principi;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_317_bi.jpg;;"{""coordinates"": [-0.4031010178365547, 39.456251458677556], ""type"": ""Point""}";39.456251458677556, -0.4031010178365547
